LTM_project,campus,survey_year,site,site_new,latitude,longitude,CA_MPA_Name_Short,site_designation,site_status,secondary_mpa,secondary_status,BaselineRegion,LongTermRegion,time_series_category,site_name_old 
LTM_Kelp,UCSB,,SRI_CARRINGTON_CEN,SRI_CARRINGTON,34.037782,-120.05953,Carrington Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_CARRINGTON_E,SRI_CARRINGTON,34.041424,-120.04256,Carrington Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_CARRINGTON_W,SRI_CARRINGTON,34.031681,-120.0701,Carrington Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_CHICKASAW,SRI_CHICKASAW,33.900167,-120.136367,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_CHICKASAW_E,SRI_CHICKASAW,33.900167,-120.136367,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_CHICKASAW_W,SRI_CHICKASAW,33.901117,-120.13975,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_CLUSTER_POINT,SRI_CLUSTER_POINT,33.931667,-120.197417,South Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_CLUSTER_POINT_N,SRI_CLUSTER_POINT,33.931667,-120.197417,South Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_CLUSTER_POINT_S,SRI_CLUSTER_POINT,33.923833,-120.192,South Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_FORD_POINT,SRI_FORD_POINT,33.9478,-120.210429,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_JOHNSONS_LEE_NORTH_E,SRI_JOHNSONS_LEE_NORTH,33.90295,-120.099167,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_JOHNSONS_LEE_NORTH_W,SRI_JOHNSONS_LEE_NORTH,33.9009,-120.09915,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_JOHNSONS_LEE_SOUTH_E,SRI_JOHNSONS_LEE_SOUTH,33.897433,-120.100383,South Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_JOHNSONS_LEE_SOUTH_W,SRI_JOHNSONS_LEE_SOUTH,33.895133,-120.104317,South Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_JOLLA_VIEJA_E,SRI_JOLLA_VIEJA,33.906833,-120.06745,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_JOLLA_VIEJA_W,SRI_JOLLA_VIEJA,33.90635,-120.0697,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_MONACOS_E,SRI_MONACOS,33.983667,-120.010083,Carrington Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_MONACOS_W,SRI_MONACOS,33.987967,-120.0117,Carrington Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_RODES_REEF_E,SRI_RODES_REEF,34.0325,-120.1072,Carrington Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_RODES_REEF_W,SRI_RODES_REEF,34.031188,-120.10881,Carrington Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_SOUTH_POINT,SRI_SOUTH_POINT,33.891567,-120.1192,South Point SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_SOUTH_POINT_E,SRI_SOUTH_POINT,33.891567,-120.1192,South Point SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_SOUTH_POINT_W,SRI_SOUTH_POINT,33.894167,-120.124883,South Point SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SRI_TRANCION_CANYON,SRI_TRANCION_CANYON,33.90725,-120.153,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_TRANCION_CANYON_E,SRI_TRANCION_CANYON,33.90725,-120.153,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_TRANCION_CANYON_W,SRI_TRANCION_CANYON,33.91035,-120.159117,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,VANDENBERG_N,VANDENBERG,34.740646,-120.642158,Vandenberg SMR,SMR,mpa,,,CENTRAL,Central Coast,,PT_PURISIMA_N
LTM_Kelp,VRG,,120_REEF,120_REEF,33.73749,-118.39227,Abalone Cove SMCA,SMCA,,,,SOUTH,South Coast,,120 Reef
LTM_Kelp,VRG,,3_PALMS_EAST,3_PALMS_EAST,33.71810456,-118.3326001,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast,,3 Palms East
LTM_Kelp,VRG,,ABALONE_COVE_KELP_W,ABALONE_COVE_KELP,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast,1,Abalone Cove Kelp West
LTM_Kelp,VRG,,BIG_ROCK,BIG_ROCK,34.03479743,-118.6074708,Point Dume SMR,SMR,reference,,,SOUTH,South Coast,,Big Rock
LTM_Kelp,VRG,,BUCK_GULLY,BUCK_GULLY,33.58706,-117.86904,Crystal Cove SMCA,,,,,SOUTH,South Coast,,Buck Gully
LTM_Kelp,VRG,,BUNKER_POINT,BUNKER_POINT,33.72465,-118.35317,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast,1,Bunker Point
LTM_Kelp,VRG,,CABRILLO_NATIONAL_MONUMENT,CABRILLO_NATIONAL_MONUMENT,32.6580521,-117.2472125,Cabrillo SMR,SMR,mpa,,,SOUTH,South Coast,,Cabrillo National Monument
LTM_Kelp,VRG,,CARP_REEF,CARP_REEF,34.41577775,-119.6024495,Campus Point SMCA,SMCA,reference,,,SOUTH,South Coast,,Carp Reef
LTM_Kelp,VRG,,CHILDRENS_POOL,CHILDRENS_POOL,32.85167,-117.27829,Matlahuayl SMR,SMR,reference,,,SOUTH,South Coast,,Children's Pool
LTM_Kelp,VRG,,CRYSTAL_COVE,CRYSTAL_COVE,33.56275,-117.8377,Crystal Cove SMCA,SMCA,mpa,,,SOUTH,South Coast,2b,Crystal Cove
LTM_Kelp,VRG,,DANA_POINT,DANA_POINT,33.46668,-117.72419,Dana Point SMCA,SMCA,mpa,,,SOUTH,South Coast,,Dana Point
LTM_Kelp,VRG,,DEEP_HOLE_EAST,DEEP_HOLE_EAST,34.04518484,-118.9604288,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,Deep Hole East
LTM_Kelp,VRG,,ESCONDIDO_W,ESCONDIDO,34.02029,-118.77356,Point Dume SMR,SMR,reference,,,SOUTH,South Coast,,Escondido West
LTM_Kelp,VRG,,FLAT_ROCK_N,FLAT_ROCK,33.80132468,-118.4074269,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,,Flat Rock North
LTM_Kelp,VRG,,HAWTHORNE_REEF,HAWTHORNE_REEF,33.7470318,-118.4178193,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,3,Hawthorne Reef
LTM_Kelp,VRG,,HEISLER_PARK,HEISLER_PARK,33.54039,-117.79189,Laguna Beach SMR,SMR,mpa,,,SOUTH,South Coast,,Heisler Park
LTM_Kelp,VRG,,LAGUNA_BEACH,LAGUNA_BEACH,33.53026,-117.78096,Laguna Beach SMR,SMR,mpa,,,SOUTH,South Coast,,Laguna Beach
LTM_Kelp,VRG,,LEAD_BETTER_BEACH,LEAD_BETTER_BEACH,34.39669184,-119.698213,Campus Point SMCA,SMCA,reference,,,SOUTH,South Coast,,Lead Better Beach
LTM_Kelp,VRG,,LECHUZA,LECHUZA,34.03186,-118.86313,Point Dume SMCA,SMCA,mpa,,,SOUTH,South Coast,,Lechuza
LTM_Kelp,VRG,,LEO_CARRILLO,LEO_CARRILLO,34.04284698,-118.9331549,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,Leo Carrillo
LTM_Kelp,VRG,,LEUCADIA,LEUCADIA,33.0636,-117.30932,Swamis SMCA,SMCA,reference,,,SOUTH,South Coast,,Leucadia
LTM_Kelp,VRG,,LITTLE_DUME_W,LITTLE_DUME,34.00654,-118.79097,Point Dume SMR,SMR,mpa,,,SOUTH,South Coast,,Little Dume West
LTM_Kelp,VRG,,LONG_POINT_E,LONG_POINT,33.73595,-118.40122,Point Vicente SMCA,SMCA,mpa,,,SOUTH,South Coast,1,Long Point East
LTM_Kelp,VRG,,LUNADA_BAY,LUNADA_BAY,33.77105924,-118.4310422,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,,Lunada Bay
LTM_Kelp,VRG,,MALIBU_BLUFFS,MALIBU_BLUFFS,34.02618661,-118.7057921,Point Dume SMR,SMR,reference,,,SOUTH,South Coast,,Malibu Bluffs
LTM_Kelp,VRG,,MATLAHUAYL,MATLAHUAYL,32.85116,-117.27018,Matlahuayl SMR,SMR,mpa,,,SOUTH,South Coast,,Matlahuayl
LTM_Kelp,VRG,,POINT_LOMA_CEN,POINT_LOMA,32.69455,-117.26206,South La Jolla SMR,,,,,SOUTH,South Coast,,NBPL North
LTM_Kelp,VRG,,NICHOLAS_CANYON_E,NICHOLAS_CANYON,34.03803,-118.91168,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,Nicholas Canyon East
LTM_Kelp,VRG,,NICHOLAS_CANYON_W,NICHOLAS_CANYON,34.03996,-118.92427,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,Nicholas Canyon West
LTM_Kelp,VRG,,POINT_DUME,POINT_DUME,33.99884,-118.80659,Point Dume SMR,SMR,mpa,,,SOUTH,South Coast,,Point Dume
LTM_Kelp,VRG,,POINT_FERMIN,POINT_FERMIN,33.70732309,-118.3001585,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast,,Point Fermin
LTM_Kelp,VRG,,POINT_LOMA_CEN,POINT_LOMA,32.7121,-117.26302,South La Jolla SMR,SMR,reference,,,SOUTH,South Coast,,Point Loma Central
LTM_Kelp,VRG,,POINT_LOMA_N,POINT_LOMA,32.72434,-117.27689,South La Jolla SMR,,,,,SOUTH,South Coast,,Point Loma North
LTM_Kelp,VRG,,POINT_LOMA_S,POINT_LOMA,32.67412096,-117.2600081,Cabrillo SMR,SMR,reference,,,SOUTH,South Coast,,Point Loma South
LTM_Kelp,VRG,,POINT_VICENTE_W,POINT_VICENTE,33.73974,-118.41369,Point Vicente SMCA,SMCA,mpa,,,SOUTH,South Coast,1,Point Vicente West
LTM_Kelp,VRG,,RESORT_POINT,RESORT_POINT,33.76647796,-118.4274621,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,,Resort Point
LTM_Kelp,VRG,,RIDGES_N,RIDGES,33.78848,-118.42323,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,1,Ridges North
LTM_Kelp,VRG,,RIDGES_S,RIDGES,33.78574831,-118.4258496,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,,Ridges South
LTM_Kelp,VRG,,ROCKY_POINT_N,ROCKY_POINT,33.78093,-118.42999,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,1,Rocky Point North
LTM_Kelp,VRG,,ROCKY_POINT_S,ROCKY_POINT,33.77601668,-118.4323053,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,,Rocky Point South
LTM_Kelp,VRG,,SWAMIS,SWAMIS,33.0182506,-117.2887824,Swamis SMCA,SMCA,mpa,,,SOUTH,South Coast,,San Elijo
LTM_Kelp,VRG,,SAN_MATEO_KELP,SAN_MATEO_KELP,33.38399,-117.61091,Dana Point SMCA,SMCA,reference,,,SOUTH,South Coast,2b,San Mateo Kelp
LTM_Kelp,VRG,,SBI_ARCH_POINT,SBI_ARCH_POINT,33.48911,-119.02785,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,SBI - Arch Point
LTM_Kelp,VRG,,SBI_CAT_CANYON,SBI_CAT_CANYON,33.46442,-119.04408,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,SBI - Cat Canyon
LTM_Kelp,VRG,,SBI_GRAVEYARD_CANYON,SBI_GRAVEYARD_CANYON,33.47471,-119.02679,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,SBI - Graveyard Canyon
LTM_Kelp,VRG,,SBI_SOUTHEAST_REEF,SBI_SOUTHEAST_REEF,33.46293,-119.03127,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,SBI - Southeast Reef
LTM_Kelp,VRG,,SBI_SOUTHEAST_SEALION,SBI_SOUTHEAST_SEALION,33.46878,-119.02882,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,SBI - Southeast Sealion
LTM_Kelp,VRG,,SBI_SUTIL,SBI_SUTIL,33.46585,-119.04821,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,SBI - Sutil
LTM_Kelp,VRG,,SCAI_BANANA_ROCK,SCAI_BANANA_ROCK,33.39948707,-118.4843018,Farnsworth Onshore SMCA,SMCA,reference,,,SOUTH,South Coast,,SCAI - Banana Rock
LTM_Kelp,VRG,,SCAI_BIRD_ROCK,SCAI_BIRD_ROCK,33.45217,-118.48767,Blue Cavern Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,2,SCAI - Bird Rock
LTM_Kelp,VRG,,SCAI_BLUE_CAVERN,SCAI_BLUE_CAVERN,33.44802,-118.47947,Blue Cavern Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,2,SCAI - Blue Cavern
LTM_Kelp,VRG,,SCAI_CASINO_POINT,SCAI_CASINO_POINT,33.34914,-118.32453,Casino Point SMCA,,,,,SOUTH,South Coast,,SCAI - Casino Point
LTM_Kelp,VRG,,SCAI_CAT_HARBOR,SCAI_CAT_HARBOR,33.42609,-118.51181,Cat Harbor SMCA,SMCA,mpa,,,SOUTH,South Coast,2b,SCAI - Cat Harbor
LTM_Kelp,VRG,,SCAI_CHINA_POINT,SCAI_CHINA_POINT,33.33032,-118.46975,Farnsworth Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,3,SCAI - China Point
LTM_Kelp,VRG,,SCAI_EAST_QUARRY,SCAI_EAST_QUARRY,33.31926,-118.30333,Lover's Cove SMCA,SMCA,reference,,,SOUTH,South Coast,,SCAI - East Quarry
LTM_Kelp,VRG,,SCAI_HEN_ROCK,SCAI_HEN_ROCK,33.4001,-118.3669,Long Point SMR,SMR,reference,,,SOUTH,South Coast,,SCAI - Hen Rock
LTM_Kelp,VRG,,SCAI_INDIAN_HEAD,SCAI_INDIAN_HEAD,33.37995523,-118.4820561,Farnsworth Onshore SMCA,SMCA,reference,,,SOUTH,South Coast,,SCAI - Indian Head
LTM_Kelp,VRG,,SCAI_INDIAN_ROCK,SCAI_INDIAN_ROCK,33.46887,-118.52617,Arrow Point to Lion Head Point SMCA,SMCA,mpa,,,SOUTH,South Coast,,SCAI - Indian Rock
LTM_Kelp,VRG,,SCAI_INTAKE_PIPES,SCAI_INTAKE_PIPES,33.44708,-118.4851,Blue Cavern SMCA,,,,,SOUTH,South Coast,,SCAI - Intake Pipes
LTM_Kelp,VRG,,SCAI_IRON_BOUND_COVE,SCAI_IRON_BOUND_COVE,33.4475,-118.57515,Cat Harbor SMCA,SMCA,reference,,,SOUTH,South Coast,2b,SCAI - Iron Bound Cove
LTM_Kelp,VRG,,SCAI_ISTHMUS_REEF,SCAI_ISTHMUS_REEF,33.44782,-118.48932,Blue Cavern SMCA,,,,,SOUTH,South Coast,,SCAI - Isthmus Reef
LTM_Kelp,VRG,,SCAI_ITALIAN_GARDENS,SCAI_ITALIAN_GARDENS,33.41026342,-118.378769,Long Point SMR,SMR,mpa,,,SOUTH,South Coast,,SCAI - Italian Gardens
LTM_Kelp,VRG,,SCAI_JOHNSONS_ROCKS,SCAI_JOHNSONS_ROCKS,33.47573494,-118.5892412,Arrow Point to Lion Head Point SMCA,SMCA,reference,,,SOUTH,South Coast,,SCAI - Johnson's Rocks
LTM_Kelp,VRG,,SCAI_LION_HEAD,SCAI_LION_HEAD,33.45372752,-118.502483,Arrow Point to Lion Head Point SMCA,SMCA,mpa,,,SOUTH,South Coast,,SCAI - Lion Head
LTM_Kelp,VRG,,SCAI_LOVERS_COVE,SCAI_LOVERS_COVE,33.34361987,-118.3170501,Lover's Cove SMCA,SMCA,mpa,,,SOUTH,South Coast,,SCAI - Lover's Cove
LTM_Kelp,VRG,,SCAI_PIN_ROCK,SCAI_PIN_ROCK,33.42352,-118.50433,Cat Harbor SMCA,SMCA,reference,,,SOUTH,South Coast,,SCAI - Pin Rock
LTM_Kelp,VRG,,SCAI_RIPPERS_COVE,SCAI_RIPPERS_COVE,33.42815,-118.43547,Blue Cavern Onshore SMCA,SMCA,reference,,,SOUTH,South Coast,2,SCAI - Ripper's Cove
LTM_Kelp,VRG,,SCAI_SALTA_VERDE,SCAI_SALTA_VERDE,33.31458,-118.42152,Farnsworth Onshore SMCA,SMCA,reference,,,SOUTH,South Coast,3,SCAI - Salta Verde
LTM_Kelp,VRG,,SCAI_SHIP_ROCK,SCAI_SHIP_ROCK,33.46302,-118.4914,Blue Cavern Onshore SMCA,SMCA,reference,,,SOUTH,South Coast,2,SCAI - Ship Rock
LTM_Kelp,VRG,,SCAI_TORQUA,SCAI_TORQUA,33.38386,-118.35987,Casino Point SMCA,,,,,SOUTH,South Coast,,SCAI - Torqua
LTM_Kelp,VRG,,SCAI_ITALIAN_GARDENS,SCAI_ITALIAN_GARDENS,33.4177,-118.38832,Long Point SMR,SMR,mpa,,,SOUTH,South Coast,,SCAI - Twin Rocks
LTM_Kelp,VRG,,SCAI_WEST_KELP,SCAI_WEST_KELP,33.47210105,-118.6035654,Cat Harbor SMCA,SMCA,reference,,,SOUTH,South Coast,,SCAI - West Kelp
LTM_Kelp,VRG,,SCAI_WEST_QUARRY,SCAI_WEST_QUARRY,33.44264921,-118.4701873,Blue Cavern Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,,SCAI - West Quarry
LTM_Kelp,VRG,,SNI_AEROLIGHT,SNI_AEROLIGHT,33.22,-119.50782,Begg Rock SMR,SMR,reference,,,SOUTH,South Coast,,SNI - Aerolight
LTM_Kelp,VRG,,SNI_BEGG_ROCK,SNI_BEGG_ROCK,33.36237,-119.69495,Begg Rock SMR,SMR,mpa,,,SOUTH,South Coast,,SNI - Begg Rock
LTM_Kelp,VRG,,SNI_BOILERS,SNI_BOILERS,33.276,-119.60693,Begg Rock SMR,SMR,reference,,,SOUTH,South Coast,,SNI - Boilers
LTM_Kelp,VRG,,SNI_CORMORANT_ROCK,SNI_CORMORANT_ROCK,33.25027,-119.58617,Begg Rock SMR,SMR,reference,,,SOUTH,South Coast,,SNI - Cormorant Rock
LTM_Kelp,VRG,,SNI_DUTCH_HARBOR,SNI_DUTCH_HARBOR,33.21563,-119.48368,Begg Rock SMR,SMR,reference,,,SOUTH,South Coast,,SNI - Dutch Harbor
LTM_Kelp,VRG,,SNI_SAND_SPIT,SNI_SAND_SPIT,33.21965,-119.43422,Begg Rock SMR,SMR,reference,,,SOUTH,South Coast,,SNI - Sand Spit
LTM_Kelp,VRG,,SNI_STATION_1,SNI_STATION_1,33.21282,-119.46856,Begg Rock SMR,SMR,reference,,,SOUTH,South Coast,,SNI - Station 1
LTM_Kelp,VRG,,SOUTH_CARLSBAD,SOUTH_CARLSBAD,33.0949,-117.32215,Swamis SMCA,SMCA,reference,,,SOUTH,South Coast,,South Carlsbad
LTM_Kelp,VRG,,SOUTH_LA_JOLLA,SOUTH_LA_JOLLA,32.81593,-117.28372,South La Jolla SMR,SMR,mpa,,,SOUTH,South Coast,,South La Jolla
LTM_Kelp,VRG,,SWAMIS,SWAMIS,33.03574,-117.30134,Swamis SMCA,SMCA,mpa,,,SOUTH,South Coast,,Swami's
LTM_Kelp,VRG,,UNDERWATER_ARCH,UNDERWATER_ARCH,33.75146441,-118.4171149,Point Vicente SMCA,SMCA,reference,,,SOUTH,South Coast,,Underwater Arch
LTM_Kelp,VRG,,WHITES_POINT,WHITES_POINT,33.71587645,-118.3253193,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast,3,Whites Point
LTM_Kelp,LTER,,a-l-01,a-l-01,34.400275,-119.7445917,Campus Point SMCA,SMCA,reference,,,SOUTH,South Coast,,
LTM_Kelp,LTER,,a-l-03,a-l-03,34.46782143,-120.1192428,Naples SMCA,SMCA,reference,,,SOUTH,South Coast,,
LTM_Kelp,LTER,,a-l-06,a-l-06,34.41371667,-119.8221,Campus Point SMCA,SMCA,reference,,,SOUTH,South Coast,,
LTM_Kelp,LTER,,a-l-07,a-l-07,34.40469558,-119.8644769,Campus Point SMCA,SMCA,mpa,,,SOUTH,South Coast,,
LTM_Kelp,LTER,,a-l-08,a-l-08,34.39410555,-119.7296222,Campus Point SMCA,SMCA,reference,,,SOUTH,South Coast,,
LTM_Kelp,LTER,,a-l-09,a-l-09,34.42210741,-119.9517074,Naples SMCA,SMCA,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-01,SMI_TYLER_BIGHT,34.02236667,-120.3874667,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-02,SMI_HARRIS_PT_RESERVE,34.06438333,-120.3566,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-03,SRI_JOHNSONS_LEE_NORTH,33.90146667,-120.1029667,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-04,SRI_JOHNSONS_LEE_SOUTH,33.89753333,-120.10075,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-05,NA,34.03261667,-120.107,Carrington Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-06,SCI_GULL_ISLE,33.94966667,-119.8275833,Gull Island SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-07,NA,34.05635,-119.75515,Painted Cave SMCA,SMCA,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-08,SCI_PELICAN,34.0345,-119.7033333,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-09,SCI_SCORPION_ANCHORAGE,34.04798333,-119.5514,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-10,SCI_YELLOWBANKS,33.98983333,-119.5630667,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-11,NA,34.00775,-119.4343833,Anacapa Island SMR 2003,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-12,ANACAPA_EAST_ISLE,34.01586667,-119.3717333,Anacapa Island SMR 1978,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-13,ANACAPA_EAST_ISLE,34.01666667,-119.3616667,Anacapa Island SMR 1978,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-14,SBI_SOUTHEAST_SEALION,33.46611667,-119.0277833,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-15,SBI_ARCH_POINT,33.48753333,-119.0275833,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-16,SBI_CAT_CANYON,33.46441667,-119.0391667,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-17,NA,33.03,-118.59,,,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-18,NA,33,-118.54,,,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-19,NA,32.91,-118.54,,,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-20,NA,32.8,-118.4,,,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-21,SMI_TYLER_BIGHT,34.0237,-120.3951667,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-22,SRI_CLUSTER_POINT,33.92303333,-120.1873667,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-23,SRI_TRANCION_CANYON,33.90855,-120.1555,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-24,SRI_CHICKASAW,33.90036667,-120.1356333,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-25,SRI_SOUTH_POINT,33.89233333,-120.1195,South Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-26,SCI_COCHE_POINT,34.04493333,-119.6014,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-27,SCI_POTATO_PASTURE,34.05223333,-119.5825333,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-28,SCI_CAVERN_POINT,34.05428333,-119.56685,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-29,SCI_LITTLE_SCORPION,34.04415,-119.54245,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-30,SCI_SAN_PEDRO_POINT,34.03836667,-119.5253,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-31,ANACAPA_WEST_ISLE,34.01641667,-119.4320167,Anacapa Island SMCA,SMCA,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-32,ANACAPA_EAST_FISH_CAMP,34.0045,-119.3857833,Anacapa Island SMR 2003,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-33,ANACAPA_BLACK_SEA_BASS,34.0126,-119.3891833,Anacapa Island SMR 2003,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-34,ANACAPA_LIGHTHOUSE_REEF,34.0141,-119.3590167,Anacapa Island SMR 2003,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-35,NA,33.48003333,-119.0621167,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-36,SBI_GRAVEYARD_CANYON,33.47306667,-119.02685,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,KFM,,a-k-37,SBI_SOUTHEAST_REEF,33.46293333,-119.0312667,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,
