LTM_project,campus,survey_year,site,site_new,latitude,longitude,CA_MPA_Name_Short,site_designation,site_status,secondary_mpa,secondary_status,BaselineRegion,LongTermRegion,time_series_category,site_name_old 
LTM_Kelp,UCSB,,ANACAPA_EAST_FISH_CAMP_E,ANACAPA_EAST_FISH_CAMP,34.0045,-119.385783,Anacapa Island SMR 1978,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,ANACAPA_EAST_FISH_CAMP_W,ANACAPA_EAST_FISH_CAMP,34.003083,-119.404167,Anacapa Island SMR 1978,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,ANACAPA_EAST_ISLE_CEN,ANACAPA_EAST_ISLE,34.017667,-119.363683,Anacapa Island SMR 1978,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_EAST_ISLE_E,ANACAPA_EAST_ISLE,34.017033,-119.361133,Anacapa Island SMR 1978,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_EAST_ISLE_W,ANACAPA_EAST_ISLE,34.015867,-119.371733,Anacapa Island SMR 1978,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF,ANACAPA_LIGHTHOUSE_REEF,34.012783,-119.363133,Anacapa Island SMR 2003,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF,ANACAPA_LIGHTHOUSE_REEF,34.012783,-119.363133,Anacapa Island SMR 1978,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_CEN,ANACAPA_LIGHTHOUSE_REEF,34.012783,-119.363133,Anacapa Island SMR 1978,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_E,ANACAPA_LIGHTHOUSE_REEF,34.0139,-119.36,Anacapa Island SMR 1978,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_W,ANACAPA_LIGHTHOUSE_REEF,34.010783,-119.3725,Anacapa Island SMR 1978,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_CEN,ANACAPA_LIGHTHOUSE_REEF,34.012783,-119.363133,Anacapa Island SMR 2003,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_E,ANACAPA_LIGHTHOUSE_REEF,34.0139,-119.36,Anacapa Island SMR 2003,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_W,ANACAPA_LIGHTHOUSE_REEF,34.010783,-119.3725,Anacapa Island SMR 2003,SMR,reference,Anacapa Island SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_CEN,ANACAPA_LIGHTHOUSE_REEF,34.012783,-119.363133,Anacapa Island SMCA,SMCA,reference,Anacapa Island SMR,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_E,ANACAPA_LIGHTHOUSE_REEF,34.0139,-119.36,Anacapa Island SMCA,SMCA,reference,Anacapa Island SMR,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_LIGHTHOUSE_REEF_W,ANACAPA_LIGHTHOUSE_REEF,34.010783,-119.3725,Anacapa Island SMCA,SMCA,reference,Anacapa Island SMR,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_MIDDLE_ISLE_CEN,ANACAPA_MIDDLE_ISLE,34.0100609,-119.3877751,Anacapa Island SMR 2003,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_MIDDLE_ISLE_E,ANACAPA_MIDDLE_ISLE,34.0085,-119.388167,Anacapa Island SMR 2003,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_MIDDLE_ISLE_W,ANACAPA_MIDDLE_ISLE,34.007833,-119.394467,Anacapa Island SMR 2003,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_WEST_ISLE,ANACAPA_WEST_ISLE,34.016983,-119.432917,Anacapa Island SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_WEST_ISLE_CEN,ANACAPA_WEST_ISLE,34.016983,-119.432917,Anacapa Island SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_WEST_ISLE_E,ANACAPA_WEST_ISLE,34.016083,-119.421833,Anacapa Island SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ANACAPA_WEST_ISLE_W,ANACAPA_WEST_ISLE,34.017417,-119.438067,Anacapa Island SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ARGUELLO_E,ARGUELLO,34.541733,-120.571717,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,ARGUELLO_W,ARGUELLO,34.5405,-120.569117,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,ARROYO_QUEMADO_E,ARROYO_QUEMADO,34.466283,-120.116967,Naples SMCA,SMCA,reference,Campus Point SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ARROYO_QUEMADO_W,ARROYO_QUEMADO,34.46835,-120.125183,Naples SMCA,SMCA,reference,Campus Point SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ARROYO_QUEMADO_E,ARROYO_QUEMADO,34.466283,-120.116967,Campus Point SMCA,SMCA,reference,Naples SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,ARROYO_QUEMADO_W,ARROYO_QUEMADO,34.46835,-120.125183,Campus Point SMCA,SMCA,reference,Naples SMCA,reference,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,BULLITO,BULLITO,34.455433,-120.33205,Point Conception SMR,SMR,reference,,,SOUTH,South Coast,,BULLITO_CEN
LTM_Kelp,UCSB,,BULLITO,BULLITO,34.455433,-120.33205,Point Conception SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,CAT_BLUE_CAVERN,CAT_BLUE_CAVERN,33.446603,-118.476392,Blue Cavern Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,CAT_INTAKE_PIPES,CAT_INTAKE_PIPES,33.447386,-118.483264,Blue Cavern Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,COJO_E,COJO,34.441287,-120.416793,Point Conception SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,COJO_W,COJO,34.443204,-120.423326,Point Conception SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,COUNTY_LINE,COUNTY_LINE,34.043017,-118.952217,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,COUNTY_LINE_CEN
LTM_Kelp,UCSB,,COUNTY_LINE,COUNTY_LINE,34.043017,-118.952217,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,DUNES,DUNES,34.7731,-120.65022,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,DUNES_CEN
LTM_Kelp,UCSB,,DUNES,DUNES,34.7731,-120.65022,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,PURISIMA_DUNES
LTM_Kelp,UCSB,,HORSESHOE_REEF_E,HORSESHOE_REEF,34.38945,-119.544767,N/A,N/A,N/A,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,HORSESHOE_REEF_W,HORSESHOE_REEF,34.391733,-119.5577,N/A,N/A,N/A,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,IV_REEF_E,IV_REEF,34.40295,-119.864517,Campus Point SMCA,SMCA,mpa,,,SOUTH,South Coast,2,
LTM_Kelp,UCSB,,IV_REEF_W,IV_REEF,34.404733,-119.876283,Campus Point SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,JALAMA_N,JALAMA,34.48696,-120.500523,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,JALAMA_S,JALAMA,34.480842,-120.494458,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,LECHUZA,LECHUZA,34.03505,-118.87098,Point Dume SMCA,SMCA,mpa,,,SOUTH,South Coast,,EL_MATADOR_CEN
LTM_Kelp,UCSB,,LECHUZA,LECHUZA,34.03505,-118.87098,Point Dume SMCA,SMCA,mpa,,,SOUTH,South Coast,,EL_MATADOR
LTM_Kelp,UCSB,,LITTLE_DUME_W,LITTLE_DUME,34.00654,-118.79097,Point Dume SMR,SMR,mpa,,,SOUTH,South Coast,,LITTLE_DUME_CEN
LTM_Kelp,UCSB,,LITTLE_DUME_W,LITTLE_DUME,34.00654,-118.79097,Point Dume SMR,SMR,mpa,,,SOUTH,South Coast,,LITTLE_DUME
LTM_Kelp,UCSB,,NAPLES_CEN,NAPLES,34.42185,-119.9515,Naples SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,NAPLES_E,NAPLES,34.423333,-119.951017,Naples SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,NAPLES_W,NAPLES,34.424633,-119.955317,Naples SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,NICHOLAS_CANYON_W,NICHOLAS_CANYON,34.03996,-118.92427,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,LEO_CARRILLO_CEN
LTM_Kelp,UCSB,,NICHOLAS_CANYON_W,NICHOLAS_CANYON,34.03996,-118.92427,Point Dume SMCA,SMCA,reference,,,SOUTH,South Coast,,LEO_CARRILLO
LTM_Kelp,UCSB,,PISMO_W,PISMO,35.156467,-120.6912,Point Buchon SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,POINT_DUME,POINT_DUME,33.99884,-118.80659,Point Dume SMR,SMR,mpa,,,SOUTH,South Coast,,POINT_DUME_CEN
LTM_Kelp,UCSB,,POINT_DUME,POINT_DUME,33.99884,-118.80659,Point Dume SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,PURISIMA_N,PURISIMA,34.729501,-120.631705,Vandenberg SMR,SMR,mpa,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,PURISIMA_S,PURISIMA,34.726948,-120.627138,Vandenberg SMR,SMR,mpa,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SAL_CEN,SAL,34.871917,-120.632567,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SAL_E,SAL,34.871867,-120.6296,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SAL_FAR_WEST,SAL,34.873317,-120.633567,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SAL_N,SAL,34.87315,-120.634483,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SAL_S,SAL,34.871733,-120.630083,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SAL_W,SAL,34.872667,-120.6327,Vandenberg SMR,SMR,reference,,,CENTRAL,Central Coast,,
LTM_Kelp,UCSB,,SBI_ARCH_POINT,SBI_ARCH_POINT,33.48911,-119.02785,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,SBI_ARCH_POINT_N
LTM_Kelp,UCSB,,SBI_ARCH_POINT_CEN,SBI_ARCH_POINT,33.485617,-119.028767,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_ARCH_POINT_S,SBI_ARCH_POINT,33.482883,-119.029,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_CAT_CANYON,SBI_CAT_CANYON,33.46442,-119.04408,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,SBI_CAT_CANYON_W
LTM_Kelp,UCSB,,SBI_CAT_CANYON_CEN,SBI_CAT_CANYON,33.4644,-119.03915,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_GRAVEYARD_CANYON,SBI_GRAVEYARD_CANYON,33.47471,-119.02679,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,SBI_GRAVEYARD_CANYON_CEN
LTM_Kelp,UCSB,,SBI_GRAVEYARD_CANYON_N,SBI_GRAVEYARD_CANYON,33.47515,-119.024767,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_SOUTHEAST_REEF,SBI_SOUTHEAST_REEF,33.46293,-119.03127,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,SBI_SOUTHEAST_REEF_CEN
LTM_Kelp,UCSB,,SBI_SOUTHEAST_REEF_S,SBI_SOUTHEAST_REEF,33.458967,-119.033183,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_SOUTHEAST_SEA_LION_CEN,SBI_SOUTHEAST_SEA_LION,33.4661,-119.027783,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_SOUTHEAST_SEALION,SBI_SOUTHEAST_SEALION,33.46878,-119.02882,Santa Barbara Island SMR,SMR,mpa,,,SOUTH,South Coast,,SBI_SOUTHEAST_SEA_LION_N
LTM_Kelp,UCSB,,SBI_WEBSTERS_ARCH_CEN,SBI_WEBSTERS_ARCH,33.480033,-119.0621,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_WEBSTERS_ARCH_E,SBI_WEBSTERS_ARCH,33.478767,-119.05355,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SBI_WEBSTERS_ARCH_N,SBI_WEBSTERS_ARCH,33.4903,-119.049217,Santa Barbara Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCAI_BLUE_CAVERN,SCAI_BLUE_CAVERN,33.44802,-118.47947,Blue Cavern Onshore SMCA,SMCA,mpa,,,SOUTH,South Coast,,CAT_PUMPERNICKEL
LTM_Kelp,UCSB,,SCI_CAVERN_POINT,SCI_CAVERN_POINT,34.054283,-119.566867,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_CAVERN_POINT_E,SCI_CAVERN_POINT,34.054283,-119.566867,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_CAVERN_POINT_W,SCI_CAVERN_POINT,34.05275,-119.5713,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_COCHE_POINT,SCI_COCHE_POINT,34.044933,-119.6014,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_COCHE_POINT_E,SCI_COCHE_POINT,34.044933,-119.6014,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_COCHE_POINT_W,SCI_COCHE_POINT,34.04265,-119.604,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_FORNEY_E,SCI_FORNEY,34.051483,-119.909667,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_FORNEY_W,SCI_FORNEY,34.053883,-119.9182,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_GULL_ISLE,SCI_GULL_ISLE,33.946467,-119.823183,Gull Island SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_GULL_ISLE_E,SCI_GULL_ISLE,33.946467,-119.823183,Gull Island SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_GULL_ISLE_W,SCI_GULL_ISLE,33.948167,-119.82795,Gull Island SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_HAZARDS_CEN,SCI_HAZARDS,34.056583,-119.821167,Painted Cave SMCA,SMCA,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_HAZARDS_E,SCI_HAZARDS,34.054383,-119.81935,Painted Cave SMCA,SMCA,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_HAZARDS_W,SCI_HAZARDS,34.0581,-119.824833,Painted Cave SMCA,SMCA,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_LITTLE_SCORPION,SCI_LITTLE_SCORPION,34.0434,-119.535733,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_LITTLE_SCORPION_E,SCI_LITTLE_SCORPION,34.0434,-119.535733,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_LITTLE_SCORPION_W,SCI_LITTLE_SCORPION,34.04415,-119.54245,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_PAINTED_CAVE_CEN,SCI_PAINTED_CAVE,34.072867,-119.870983,Painted Cave SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_PAINTED_CAVE_E,SCI_PAINTED_CAVE,34.0719,-119.85755,Painted Cave SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_PAINTED_CAVE_W,SCI_PAINTED_CAVE,34.074483,-119.882133,Painted Cave SMCA,SMCA,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_PELICAN,SCI_PELICAN,34.03065,-119.69665,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_PELICAN_CEN,SCI_PELICAN,34.03065,-119.69665,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_PELICAN_E,SCI_PELICAN,34.02805,-119.690917,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_PELICAN_FAR_WEST,SCI_PELICAN,34.0324,-119.698883,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_PELICAN_W,SCI_PELICAN,34.035867,-119.7023,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_POTATO_PASTURE,SCI_POTATO_PASTURE,34.050983,-119.575883,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_POTATO_PASTURE_E,SCI_POTATO_PASTURE,34.050983,-119.575883,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_POTATO_PASTURE_W,SCI_POTATO_PASTURE,34.052167,-119.582117,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_SAN_PEDRO_POINT,SCI_SAN_PEDRO_POINT,34.038367,-119.5253,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_SAN_PEDRO_POINT_E,SCI_SAN_PEDRO_POINT,34.038367,-119.5253,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_SAN_PEDRO_POINT_W,SCI_SAN_PEDRO_POINT,34.04225,-119.5316,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_SCORPION_ANCHORAGE,SCI_SCORPION_ANCHORAGE,34.047983,-119.5514,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_SCORPION_E,SCI_SCORPION,34.048467,-119.546367,Scorpion SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_SCORPION_W,SCI_SCORPION,34.0525,-119.55525,Scorpion SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_TRAILER,SCI_TRAILER,,,N/A,N/A,N/A,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_VALLEY_CEN,SCI_VALLEY,33.983617,-119.6384,N/A,N/A,N/A,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_VALLEY_E,SCI_VALLEY,33.98355,-119.620317,N/A,N/A,N/A,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_VALLEY_W,SCI_VALLEY,33.9817,-119.6637,N/A,N/A,N/A,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_WILLOWS,SCI_WILLOWS,,,N/A,N/A,N/A,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_YELLOWBANKS_CEN,SCI_YELLOWBANKS,33.988533,-119.546983,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_YELLOWBANKS_E,SCI_YELLOWBANKS,34.000433,-119.545933,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SCI_YELLOWBANKS_W,SCI_YELLOWBANKS,33.9893,-119.564933,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SCI_YELLOWBANKS,SCI_YELLOWBANKS,33.9893,-119.564933,Gull Island SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SMI_BAY_POINT,SMI_BAY_POINT,34.03765,-120.30995,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_CROOK_POINT_E,SMI_CROOK_POINT,34.015867,-120.3305,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_CROOK_POINT_W,SMI_CROOK_POINT,34.01385,-120.337333,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_CUYLER_E,SMI_CUYLER,34.051717,-120.346183,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SMI_CUYLER_W,SMI_CUYLER,34.05705,-120.3526,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SMI_HARE_ROCK,SMI_HARE_ROCK,34.06543,-120.3562,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_HARRIS_PT_RESERVE,SMI_HARRIS_PT_RESERVE,34.052783,-120.337383,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SMI_HARRIS_PT_RESERVE_E,SMI_HARRIS_PT_RESERVE,34.052783,-120.337383,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SMI_HARRIS_PT_RESERVE_W,SMI_HARRIS_PT_RESERVE,34.063683,-120.355983,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,1,
LTM_Kelp,UCSB,,SMI_PRINCE_ISLAND_CEN,SMI_PRINCE_ISLAND,34.052327,-120.3358,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_PRINCE_ISLAND_N,SMI_PRINCE_ISLAND,34.055566,-120.3343,Harris Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_TYLER_BIGHT,SMI_TYLER_BIGHT,34.025467,-120.4067,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_TYLER_BIGHT_E,SMI_TYLER_BIGHT,34.025467,-120.4067,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SMI_TYLER_BIGHT_W,SMI_TYLER_BIGHT,34.027292,-120.411744,Harris Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_BEACON_REEF_E,SRI_BEACON_REEF,34.037383,-120.038,Carrington Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_BEACON_REEF_W,SRI_BEACON_REEF,34.040667,-120.043233,Carrington Point SMR,SMR,mpa,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_BEE_ROCK_E,SRI_BEE_ROCK,33.9478,-120.21055,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
LTM_Kelp,UCSB,,SRI_BEE_ROCK_W,SRI_BEE_ROCK,33.9539,-120.2119,South Point SMR,SMR,reference,,,SOUTH,South Coast,,
